"dv_any_lifetime","age_group","marital_status","education_level","earns_income","employment_status","disability_status","spouse_income_relation","locality_type","feels_unsafe_home","conflict_frequency","food_insecurity_score","feels_unsafe_day","feels_unsafe_night","combined_safety_index","dv_common_perception","vaw_problem_perception","mobility_frequency","dv_physical","dv_verbal","dv_economic","dv_other","dv_sexual","will_seek_help_dv","help_source_dv","will_seek_help_harass","help_source_harass","unsafe_reason_1","unsafe_reason_2","unsafe_reason_3","unsafe_reason_4","unsafe_reason_5","unsafe_reason_6","unsafe_reason_7","unsafe_reason_8","unsafe_reason_9","unsafe_reason_10","unsafe_reason_11","food_insec","max_dv_count","Food_Insecurity_Index","DV_common_perception_score","DV_Common_Perception_norm","VAW_Perception_Score","VAW_Perception_norm","DV_Exposure","DV_Type_Count","Unsafe_Score","WellBeing_Score","help_type_dv","mobility_num"
NA,"18 – 29 years","Living with Partner","Less than primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Not at all","2-3 times per week",0,0,0,0,0,1,"Don't know",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,NA,NA,0,0,0,0,0.333333333333333,0.597222222222222,"Other/NA",3
NA,"40 – 49 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","Daily",0,0,0,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,1,0.333333333333333,1,0.333333333333333,0,0,0.416666666666667,0.611111111111111,"Other/NA",4
NA,"18 – 29 years","Living with Partner","Completed secondary",0,"Other",0,NA,"Urban",0,"Never","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Once a week",0,0,0,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,1,0.333333333333333,NA,NA,0,0,0.555555555555556,0.523148148148148,"Other/NA",2
NA,"18 – 29 years","Single","Technical / vocational",1,"Student",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Don't know","2-3 times per week",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,0,0.5,0.833333333333333,"Informal",3
NA,"60 years and older","Widowed","Completed secondary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Don't know","Once a week",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,0,0.666666666666667,0.777777777777778,"Other/NA",2
NA,"60 years and older","Living with Partner","Technical / vocational",0,"Employed",0,NA,"Urban",0,"Monthly","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Don't know","Don't know","2-3 times per week",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,0,0.333333333333333,0.888888888888889,"Informal",3
NA,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Urban",0,NA,"Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Don't know","Daily",0,0,0,0,0,1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,NA,NA,NA,NA,0,0,0.5,0.75,"Informal",4
NA,"50 – 59 years","Single","Technical / vocational",0,"Unemployed",0,NA,"Urban",0,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Don't know","Daily",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,NA,NA,NA,NA,0,0,0.5,0.5,"Other/NA",4
NA,"60 years and older","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",0,"Never","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Don't know","Don't know","Never",0,0,0,0,0,1,"Seek support from a religious leader",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,0,0.333333333333333,0.8,"Informal",0
NA,"60 years and older","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Don't know","Don't know","Once a week",0,0,0,0,0,0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,0,0.333333333333333,0.8,"Other/NA",2
NA,"60 years and older","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",NA,NA,"DK/Refusal","Don't know","Don't know","Once or twice a month",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,NA,NA,NA,NA,0,0,NA,0.45,"Informal",1
NA,"40 – 49 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Monthly","No coping mechanisms",0,0,"Feels safe","Uncommon","A little bit","Daily",0,0,0,0,0,1,"Other, specify",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,1,0.333333333333333,0,0,0.166666666666667,0.944444444444444,"Other/NA",4
NA,"50 – 59 years","Widowed","College",0,"Other",1,NA,"Urban",0,"Never","No coping mechanisms",0.333333333333333,0,"Feels safe","Don't know","Not at all","Once or twice a month",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,0,0,0,0,0.111111111111111,0.866666666666667,"Other/NA",1
NA,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Less","Rural",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",0,0,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,2,0.666666666666667,0,0,0.583333333333333,0.763888888888889,"Informal",4
NA,"40 – 49 years","Living with Partner","Less than primary",NA,"Employed",0,"N/A","Rural",0,"Never","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,0,0,0,0,0,0,0.25,0.583333333333333,"Informal",4
1,"30 – 39 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,1,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,2,0.416666666666667,0.75,"Informal",4
1,"60 years and older","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,1,0.333333333333333,1,2,0.666666666666667,0.5625,"Other/NA",3
1,"30 – 39 years","Living with Partner","Less than primary",0,"Other",1,NA,"Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Don't know","2-3 times per week",0,1,0,0,0,1,"Seek support from family",1,"Don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,2,0.666666666666667,NA,NA,1,2,0.666666666666667,0.3,"Informal",3
1,"60 years and older","Widowed","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Daily","No coping mechanisms",0,0.333333333333333,"Feels safe","Common","A little bit","Never",0,1,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,2,0.333333333333333,0.777777777777778,"Informal",0
1,"30 – 39 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Daily",0,1,0,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,NA,NA,1,2,0.444444444444444,0.657407407407407,"Other/NA",4
NA,"40 – 49 years","Living with Partner","Completed secondary",NA,"Employed",1,"Less","Urban",1,"Daily","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,0,0,0,0,1,"Seek help from shelter or safehouse for women",1,"Seek help from shelter or safehouse for women",1,1,0,0,0,1,0,0,1,0,1,0,6,0,2,0.666666666666667,1,0.333333333333333,0,0,0.424242424242424,0.772727272727273,"Formal",4
NA,"60 years and older","Widowed","Completed primary",0,"Fulltime caretaker",1,NA,"Urban",0,"Monthly","Several coping mechanisms (5-8)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","Once a week",0,0,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,1,0.333333333333333,0,0,0.416666666666667,0.5875,"Informal",2
NA,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",1,"Never","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Don't know","A little bit","Once a week",0,0,0,0,0,1,"Call/go to police",1,"Call/go to police",0,1,0,0,0,0,0,0,0,0,0,8,6,1,NA,NA,1,0.333333333333333,0,0,0.233333333333333,0.588888888888889,"Formal",2
NA,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"More","Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0,1,"Other/NA",4
NA,"40 – 49 years","Living with Partner","Less than primary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Some coping mechanisms (1-4)",0,0,"Feels safe","Common","Don't know","Daily",0,0,0,0,0,0,NA,1,"Seek support from family",0,0,0,0,0,0,1,0,0,0,0,4,6,0.5,2,0.666666666666667,NA,NA,0,0,0.166666666666667,0.777777777777778,"Other/NA",4
NA,"60 years and older","Single","Less than primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Don't know","Don't know","Never",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,0,0.333333333333333,0.888888888888889,"Other/NA",0
NA,"18 – 29 years","Single","Completed secondary",0,"Student",0,NA,"Urban",0,NA,"Some coping mechanisms (1-4)",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,0,0,0,0,0.166666666666667,0.902777777777778,"Informal",4
NA,"18 – 29 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","Don't know","Daily",0,0,0,0,0,1,"Don't know",1,"Don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,0,0,NA,NA,0,0,0.222222222222222,0.884259259259259,"Other/NA",4
1,"40 – 49 years","Living with Partner","College",0,"Fulltime caretaker",1,NA,"Urban",0,"Daily","Some coping mechanisms (1-4)",0,0.333333333333333,"Feels safe","Uncommon","A little bit","Once a week",0,0,1,0,0,1,"Seek support from family",1,"Other, specify",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,1,0.333333333333333,1,0.333333333333333,1,2,0.25,0.6875,"Informal",2
1,"40 – 49 years","Living with Partner","Completed primary",0,"Fulltime caretaker",1,NA,"Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Not at all","Never",0,0,1,0,0,1,"Seek help from shelter or safehouse for women",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,NA,NA,0,0,1,2,0.333333333333333,0.4,"Formal",0
1,"30 – 39 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Rural",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","2-3 times per week",0,0,1,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,2,0.666666666666667,0,0,1,2,0.333333333333333,0.444444444444444,"Other/NA",3
1,"30 – 39 years","Living with Partner","Less than primary",0,"Other",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Common","Not at all","Daily",0,0,1,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,2,0.666666666666667,0,0,1,2,0.333333333333333,0.527777777777778,"Informal",4
1,"18 – 29 years","Single","College",1,"Other",0,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Uncommon","Somewhat","2-3 times per week",0,0,1,0,0,1,"Approach community leaders for support",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,1,0.333333333333333,2,0.666666666666667,1,2,0.333333333333333,0.486111111111111,"Informal",3
1,"30 – 39 years","Living with Partner","College",NA,"Employed",0,"More","Urban",0,"Monthly","Some coping mechanisms (1-4)",0,0,"Feels safe","Uncommon","Not at all","Daily",0,1,1,0,0,1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,0,0,1,3,0.0833333333333333,0.638888888888889,"Informal",4
1,"50 – 59 years","Single","Completed primary",NA,"Employed",0,NA,"Urban",0,"Never","Several coping mechanisms (5-8)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Don't know","Don't know","Daily",0,0,1,0,0,1,"Approach community leaders for support",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,NA,NA,NA,NA,1,2,0.833333333333333,0.319444444444444,"Informal",4
1,"60 years and older","Living with Partner","Completed primary",1,"Fulltime caretaker",1,"Same","Rural",0,"Never","No coping mechanisms",0,0,"Feels safe","Very uncommon","Don't know","Never",0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,NA,NA,1,2,0,0.8,"Other/NA",0
NA,"60 years and older","Widowed","Technical / vocational",0,"Other",1,NA,"Urban",0,NA,"Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Not at all","2-3 times per week",0,0,0,0,0,0,NA,1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,NA,NA,0,0,0,0,0.333333333333333,0.7625,"Other/NA",3
NA,"18 – 29 years","Single","Completed secondary",0,"Student",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",0,0,0,0,0,1,"Call/go to police",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,0,0,0.666666666666667,0.777777777777778,"Formal",3
NA,"40 – 49 years","Living with Partner","Completed secondary",0,"Fulltime caretaker",1,NA,"Urban",0,"Never","No coping mechanisms",0.333333333333333,0,"Feels safe","Common","Somewhat","Never",0,0,0,0,0,1,"Access to women’s centres",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,0,0,0.416666666666667,0.775,"Other/NA",0
NA,"60 years and older","Widowed","Completed primary",0,"Other",1,NA,"Urban",0,"Once or twice","No coping mechanisms",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","Never",0,0,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,0,0,0.666666666666667,0.7,"Informal",0
NA,"60 years and older","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Rural",0,"Daily","Some coping mechanisms (1-4)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Once a week",0,0,0,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,NA,NA,0,0,0.444444444444444,0.685185185185185,"Other/NA",2
NA,"30 – 39 years","Living with Partner","Less than primary",NA,"Employed",0,"N/A","Urban",0,"Never","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,0,0,0,0,0,0,0.25,0.583333333333333,"Other/NA",4
1,"18 – 29 years","Living with Partner","College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Common","Somewhat","Daily",0,NA,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,2,0.666666666666667,1,2,0.333333333333333,0.569444444444445,"Other/NA",4
1,"30 – 39 years","Living with Partner","Completed primary",NA,"Employed",0,"Same","Urban",0,"Once or twice","No coping mechanisms",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Very common","Don't know","2-3 times per week",0,0,0,1,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,3,1,NA,NA,1,2,0.888888888888889,0.592592592592593,"Informal",3
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0,0.333333333333333,"Feels safe","Common","Somewhat","2-3 times per week",0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,2,0.666666666666667,1,2,0.416666666666667,0.708333333333333,"Other/NA",3
1,"60 years and older","Widowed","College",1,"Other",1,NA,"Urban",1,"Once or twice","No coping mechanisms",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Never",0,0,1,1,0,1,"Call/go to police",1,"Call/go to police",0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.666666666666667,3,1,1,3,0.272727272727273,0.668181818181818,"Formal",0
1,"30 – 39 years","Single","College",1,"Unemployed",0,NA,"Rural",0,NA,"Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Not at all","2-3 times per week",0,0,1,1,0,0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,0,0,1,3,0.25,0.583333333333333,"Other/NA",3
1,"60 years and older","Widowed","Completed secondary",0,"Other",1,NA,"Urban",0,NA,"Some coping mechanisms (1-4)",0,0,"Feels safe","Very common","A lot","2-3 times per week",0,0,1,1,0,1,"Other, specify",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,3,1,3,1,1,3,0.5,0.45,"Other/NA",3
1,"60 years and older","Living with Partner","College",0,"Other",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,NA,"DK/Refusal","Common","A lot","Daily",0,0,1,1,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.666666666666667,3,1,1,3,0.555555555555556,0.564814814814815,"Other/NA",4
1,"18 – 29 years","Single","College",0,"Other",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Once or twice a month",0,1,1,1,0,0,NA,1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,1,0.333333333333333,NA,NA,1,4,0.444444444444444,0.50462962962963,"Other/NA",1
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",1,NA,"DK/Refusal","Common","Don't know","Daily",0,1,0,1,0,1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,2,0.666666666666667,NA,NA,1,3,0.833333333333333,0.347222222222222,"Other/NA",4
1,"40 – 49 years","Separated / Divorced","Less than primary",NA,"Employed",1,NA,"Urban",0,"Daily","Several coping mechanisms (5-8)",0.333333333333333,0,"Feels safe","Common","Not at all","Daily",0,0,1,1,0,1,"Approach community leaders for support",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,2,0.666666666666667,0,0,1,3,0.25,0.45,"Informal",4
NA,"50 – 59 years","Widowed","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Monthly","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Not at all","Never",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,0,0,0,0,0.333333333333333,0.888888888888889,"Other/NA",0
